Fruit_ID,Fruit_Type,Size_cm,Weight_g,Color_Intensity,Ripeness_Level,Firmness,Sweetness,Defect_Count,Bruise_Score,Spot_Score,Defect_Score,Size_to_Weight_Ratio,Grade
FR00251,Pear,9.89,175.57,0.46,0.44,0.89,0.87,0,0.96,0.46,0.38,5.63,Local
FR00252,Orange,8.58,150.2,0.93,0.38,0.04,0.07,1,0.77,0.81,0.44,5.71,Reject
FR00253,Pomegranate,9.06,268.85,0.78,0.03,0.33,0.9,2,0.48,0.34,0.31,3.37,Reject
FR00254,Pear,9.74,168.63,0.37,0.79,0.92,0.06,0,0.15,0.62,0.17,5.78,Local
FR00255,Orange,8.38,124.53,0.59,0.46,0.69,0.63,3,0.87,0.77,0.57,6.73,Reject
FR00256,Mango,9.55,275.78,0.77,0.53,0.65,0.02,3,0.84,0.83,0.57,3.46,Reject
FR00257,Strawberry,3.46,18.64,0.7,0.26,0.66,0.93,0,0.16,0.22,0.09,18.58,Reject
FR00258,Mango,12.17,227.23,0.73,0.78,0.32,0.35,0,0.05,0.25,0.07,5.36,Local
FR00259,Strawberry,3.42,24.2,0.7,0.79,0.53,0.65,1,0.9,0.38,0.4,14.12,Local
FR00260,Banana,21.32,148.3,0.86,0.55,0.63,0.18,0,0.82,0.25,0.3,14.38,Local
FR00261,Banana,17.39,142.15,0.52,0.9,0.31,0.32,0,0.93,0.54,0.39,12.23,Local
FR00262,Banana,15.95,103.68,0.8,0.12,0.8,0.75,1,0.36,0.81,0.32,15.38,Reject
FR00263,Pomegranate,6.46,350.26,0.99,0.79,0.32,0.97,1,0.66,0.15,0.28,1.84,Local
FR00264,Mango,9.86,245.26,0.57,0.56,0.07,0.99,2,0.86,0.41,0.44,4.02,Local
FR00265,Strawberry,3.12,22.09,0.85,0.23,0.2,0.81,1,0.34,0.73,0.3,14.12,Reject
FR00266,Orange,7.16,120.64,0.47,0.13,0.41,0.85,2,0.47,0.7,0.38,5.94,Reject
FR00267,Apple,8.42,125.59,0.5,0.3,0.91,0.97,5,0.53,0.24,0.46,6.71,Reject
FR00268,Orange,6.75,102.59,0.95,0.86,0.42,0.04,0,0.03,0.66,0.14,6.58,Local
FR00269,Apple,6.63,164.28,0.32,0.79,0.09,0.17,0,0.83,0.97,0.44,4.04,Local
FR00270,Grapes,1.53,3.89,0.45,0.65,0.2,0.05,1,0.94,0.63,0.46,39.3,Local
FR00271,Orange,7.5,137.77,0.64,0.09,0.54,0.5,2,0.42,0.33,0.29,5.44,Reject
FR00272,Pear,11.15,229.52,0.58,0.95,0.18,0.96,5,0.61,0.51,0.54,4.86,Local
FR00273,Pear,8.06,195.04,0.74,0.31,0.06,0.58,1,0.54,0.34,0.28,4.13,Reject
FR00274,Peach,7.63,127.45,0.43,0.61,0.71,0.56,1,0.35,0.53,0.26,5.99,Local
FR00275,Mango,9.03,249.54,0.35,0.8,0.78,0.83,2,0.08,0.84,0.29,3.62,Local
FR00276,Apple,7.83,149.54,0.56,0.13,0.85,0.93,2,0.52,0.13,0.28,5.24,Reject
FR00277,Apple,8.42,141.98,0.67,0.65,0.84,0.7,1,0.24,0.41,0.21,5.93,Export
FR00278,Mango,9.48,254.09,0.69,0.03,0.38,0.9,1,0.65,0.63,0.37,3.73,Reject
FR00279,Pomegranate,9.42,230.58,0.72,0.1,0.73,0.18,1,0.54,0.47,0.3,4.08,Reject
FR00280,Peach,7.78,102.82,0.68,0.72,0.58,0.5,0,0.59,0.78,0.33,7.57,Local
FR00281,Pomegranate,8.38,269.16,0.47,0.16,0.02,0.36,2,0.6,0.16,0.31,3.11,Reject
FR00282,Pomegranate,8.31,256.27,0.84,0.44,0.4,0.33,3,0.89,0.87,0.59,3.24,Reject
FR00283,Pomegranate,11.02,244.26,0.36,0.25,0.05,0.21,2,0.15,0.98,0.34,4.51,Reject
FR00284,Mango,14.22,266.39,0.44,0.42,0.08,0.89,1,0.81,0.36,0.36,5.34,Local
FR00285,Pomegranate,9.1,300.0,0.82,0.08,0.06,0.45,2,0.95,0.11,0.41,3.03,Reject
FR00286,Pear,11.73,153.17,0.5,0.75,0.96,0.53,1,0.72,0.99,0.46,7.66,Local
FR00287,Banana,15.58,106.41,0.65,0.08,0.84,0.28,1,0.14,0.35,0.16,14.64,Reject
FR00288,Grapes,2.01,3.71,0.53,0.84,0.44,0.96,2,0.85,0.49,0.45,54.18,Local
FR00289,Apple,8.02,200.65,0.65,0.66,0.25,0.61,2,0.79,0.24,0.39,4.0,Local
FR00290,Apple,8.15,152.98,0.54,0.42,0.07,0.0,0,0.86,0.06,0.27,5.32,Local
FR00291,Grapes,1.85,5.67,1.0,0.87,0.43,0.27,1,0.49,0.13,0.22,32.63,Local
FR00292,Mango,9.91,319.24,0.55,0.19,0.6,1.0,2,0.82,0.24,0.39,3.1,Reject
FR00293,Orange,9.24,155.78,0.74,0.26,0.8,0.97,2,0.15,0.99,0.34,5.93,Reject
FR00294,Mango,10.98,288.65,0.92,0.14,0.05,0.54,1,0.58,0.8,0.38,3.81,Reject
FR00295,Apple,9.05,140.66,0.75,0.38,0.42,0.56,1,0.55,0.42,0.3,6.43,Reject
FR00296,Apple,7.49,128.26,0.7,0.99,0.98,0.9,2,0.9,0.32,0.43,5.84,Local
FR00297,Grapes,2.1,5.5,0.7,0.16,0.12,0.71,0,0.86,0.14,0.29,38.15,Reject
FR00298,Pomegranate,7.54,260.88,0.65,0.83,0.4,0.93,0,0.72,0.48,0.31,2.89,Local
FR00299,Mango,9.22,216.3,0.87,0.65,0.28,0.48,0,0.17,0.91,0.23,4.26,Local
FR00300,Strawberry,3.73,17.8,0.34,0.02,0.13,0.98,2,0.81,0.99,0.54,20.96,Reject
FR00301,Grapes,1.93,3.78,0.92,0.94,0.84,0.54,0,0.61,0.9,0.36,51.01,Local
FR00302,Pear,9.2,178.8,0.71,0.97,0.7,0.64,0,0.82,0.07,0.26,5.15,Local
FR00303,Apple,7.3,155.46,0.89,0.92,0.41,0.08,2,0.94,0.16,0.41,4.7,Local
FR00304,Grapes,2.04,4.39,0.31,0.5,0.37,0.61,0,0.45,0.14,0.16,46.56,Local
FR00305,Mango,9.05,317.71,0.91,0.22,0.83,0.77,1,0.74,0.16,0.31,2.85,Reject
FR00306,Apple,7.39,157.68,0.38,0.39,0.09,0.44,1,0.97,0.12,0.37,4.69,Reject
FR00307,Orange,8.41,229.4,0.8,0.61,0.15,0.5,2,0.21,0.1,0.18,3.67,Local
FR00308,Grapes,1.7,5.34,0.59,0.38,0.91,0.39,0,0.85,0.35,0.32,31.88,Reject
FR00309,Peach,6.41,128.69,0.78,0.71,0.82,0.97,3,0.14,0.16,0.22,4.98,Export
FR00310,Apple,7.31,132.98,0.74,0.8,0.77,0.48,0,0.02,0.14,0.03,5.5,Local
FR00311,Mango,10.95,194.71,0.41,0.21,0.62,0.13,1,0.85,0.52,0.41,5.62,Reject
FR00312,Banana,20.05,120.99,0.66,0.4,0.29,0.03,2,0.96,0.2,0.43,16.57,Local
FR00313,Strawberry,3.68,18.6,0.49,0.96,0.93,0.77,0,0.03,0.01,0.01,19.77,Local
FR00314,Watermelon,23.9,5215.67,0.69,0.25,0.49,0.55,2,0.84,0.7,0.49,0.46,Reject
FR00315,Pomegranate,7.74,264.96,0.82,0.35,0.28,0.0,2,0.7,0.33,0.38,2.92,Reject
FR00316,Watermelon,22.42,4332.07,0.36,0.04,0.37,0.38,1,0.7,0.74,0.41,0.52,Reject
FR00317,Mango,8.22,300.22,0.66,0.33,0.02,0.91,1,0.46,0.89,0.37,2.74,Reject
FR00318,Pear,8.26,211.41,0.73,0.37,0.26,0.95,0,0.42,0.93,0.31,3.91,Reject
FR00319,Pear,10.15,145.28,0.51,0.1,0.19,0.05,0,0.37,0.18,0.15,6.99,Reject
FR00320,Banana,15.65,166.09,0.97,0.0,0.14,0.12,1,0.38,0.67,0.3,9.42,Reject
FR00321,Pomegranate,10.89,278.68,0.66,0.58,0.03,0.0,4,0.94,0.07,0.5,3.91,Local
FR00322,Peach,7.22,126.75,0.43,0.3,0.23,0.87,3,0.82,0.46,0.49,5.69,Reject
FR00323,Banana,18.93,107.09,0.38,0.02,0.1,0.07,2,0.31,0.43,0.28,17.68,Reject
FR00324,Watermelon,18.9,4008.83,0.68,0.86,0.05,0.11,1,0.74,0.2,0.31,0.47,Local
FR00325,Banana,18.05,99.64,0.56,0.58,0.14,0.23,2,0.66,0.78,0.45,18.11,Local
FR00326,Watermelon,24.8,4194.0,0.43,0.17,0.2,0.92,1,0.85,0.91,0.49,0.59,Reject
FR00327,Apple,7.25,180.48,0.32,0.87,0.42,0.69,1,0.09,0.26,0.13,4.02,Local
FR00328,Pear,9.27,179.74,0.7,0.25,0.58,0.62,2,0.7,0.25,0.36,5.16,Reject
FR00329,Apple,8.84,171.53,0.72,0.23,0.32,0.78,2,0.24,0.2,0.21,5.16,Reject
FR00330,Strawberry,4.11,18.62,0.4,0.89,0.14,0.69,4,0.24,0.69,0.41,22.06,Local
FR00331,Pomegranate,8.54,225.35,0.72,0.18,0.94,0.75,2,0.71,0.06,0.32,3.79,Reject
FR00332,Peach,6.64,160.26,0.97,0.88,0.51,0.07,2,0.89,0.06,0.38,4.14,Local
FR00333,Watermelon,28.9,5720.23,0.98,0.8,0.74,0.59,0,0.52,0.17,0.19,0.51,Export
FR00334,Peach,5.49,162.75,0.92,0.31,0.69,0.75,1,0.47,0.55,0.3,3.38,Reject
FR00335,Watermelon,19.48,5673.59,0.86,0.03,0.28,0.57,0,0.82,0.25,0.3,0.34,Reject
FR00336,Mango,10.51,276.34,0.45,0.08,0.56,0.01,3,0.03,0.99,0.36,3.8,Reject
FR00337,Banana,15.12,141.08,0.41,0.11,0.6,0.21,0,0.71,0.4,0.29,10.72,Reject
FR00338,Strawberry,2.88,17.99,0.61,0.89,0.35,0.96,2,0.06,0.47,0.21,16.03,Export
FR00339,Pear,7.92,132.63,0.73,0.4,0.67,0.7,0,0.24,0.07,0.09,5.97,Local
FR00340,Watermelon,25.28,6354.57,0.9,0.03,0.79,0.69,3,0.67,0.71,0.49,0.4,Reject
FR00341,Peach,9.24,142.04,0.46,0.56,0.36,0.66,0,0.38,0.79,0.27,6.51,Local
FR00342,Strawberry,3.97,20.7,0.64,0.21,0.01,0.13,0,0.3,0.33,0.16,19.18,Reject
FR00343,Orange,7.95,142.3,0.75,0.24,0.35,0.0,2,0.5,0.73,0.4,5.59,Reject
FR00344,Orange,7.68,162.09,0.61,0.16,0.12,0.44,2,0.85,0.23,0.4,4.74,Reject
FR00345,Apple,7.44,158.14,0.62,0.76,0.16,0.44,1,0.43,0.8,0.34,4.71,Local
FR00346,Pear,8.94,202.31,0.46,0.0,0.37,0.81,0,0.53,0.54,0.27,4.42,Reject
FR00347,Mango,9.59,248.07,0.99,0.44,0.21,0.18,2,0.16,0.4,0.23,3.87,Local
FR00348,Peach,8.61,164.45,0.63,0.09,0.93,0.28,1,0.44,0.72,0.33,5.23,Reject
FR00349,Banana,20.91,120.44,0.67,0.55,0.65,0.08,1,0.02,0.61,0.18,17.36,Local
FR00350,Banana,18.69,138.04,0.45,0.35,0.52,0.4,1,0.84,0.53,0.41,13.54,Reject
FR00351,Peach,8.31,99.02,0.66,0.03,0.01,0.26,1,0.21,0.21,0.15,8.39,Reject
FR00352,Pomegranate,7.58,335.0,0.48,0.46,0.1,0.26,1,0.92,0.85,0.5,2.26,Local
FR00353,Mango,10.63,224.81,0.44,0.57,0.79,0.25,1,0.36,0.43,0.24,4.73,Local
FR00354,Strawberry,2.97,18.33,0.49,0.25,0.39,0.23,3,0.84,0.45,0.49,16.22,Reject
FR00355,Watermelon,20.79,6568.32,0.3,0.77,0.05,0.32,1,0.39,0.2,0.21,0.32,Local
FR00356,Pomegranate,8.98,277.57,0.7,0.37,0.83,0.54,0,0.15,0.93,0.23,3.23,Reject
FR00357,Watermelon,26.76,5721.76,0.57,0.75,0.3,0.44,0,0.5,0.55,0.26,0.47,Local
FR00358,Watermelon,27.84,5805.22,0.93,0.58,0.39,0.06,1,0.26,0.46,0.22,0.48,Local
FR00359,Pomegranate,8.32,267.49,0.33,0.87,0.97,0.43,2,0.32,0.98,0.39,3.11,Local
FR00360,Apple,8.74,147.34,0.33,0.55,0.02,0.85,1,0.32,0.37,0.22,5.93,Local
FR00361,Orange,7.5,158.97,0.92,0.19,0.72,0.1,1,0.35,0.03,0.16,4.71,Reject
FR00362,Watermelon,27.36,3666.74,0.39,0.82,0.95,0.94,2,0.5,0.23,0.3,0.75,Local
FR00363,Pomegranate,9.77,270.18,0.3,0.78,0.06,0.31,0,0.13,0.75,0.19,3.62,Local
FR00364,Pomegranate,9.76,312.63,0.43,0.97,0.87,0.01,2,0.26,0.16,0.21,3.12,Local
FR00365,Grapes,2.39,6.02,0.88,0.09,0.42,0.25,2,0.63,0.16,0.32,39.67,Reject
FR00366,Apple,9.29,194.65,0.86,0.59,0.88,0.07,1,0.76,0.46,0.37,4.77,Local
FR00367,Pear,9.31,180.87,0.54,0.49,0.31,0.57,0,0.24,0.45,0.16,5.15,Local
FR00368,Grapes,2.21,5.55,0.77,0.67,0.98,0.32,0,0.26,0.46,0.17,39.82,Local
FR00369,Grapes,1.93,5.3,0.66,0.98,0.65,0.81,1,0.48,0.22,0.24,36.31,Export
FR00370,Peach,6.97,122.07,0.93,0.53,0.63,0.73,2,0.98,0.17,0.43,5.71,Local
FR00371,Orange,8.66,151.24,0.34,0.69,0.81,0.47,2,0.55,0.77,0.42,5.73,Local
FR00372,Pomegranate,11.21,211.73,0.87,0.35,0.44,0.56,2,0.81,0.6,0.46,5.3,Reject
FR00373,Orange,7.0,150.73,0.42,0.3,0.26,0.61,1,0.92,0.32,0.39,4.64,Reject
FR00374,Mango,12.5,264.98,0.57,0.34,0.26,0.27,0,0.64,0.2,0.23,4.72,Reject
FR00375,Peach,7.26,116.33,0.43,0.04,0.33,0.14,1,0.52,0.88,0.38,6.24,Reject
FR00376,Pear,7.75,188.71,0.79,0.28,0.62,0.38,2,0.76,0.14,0.36,4.11,Reject
FR00377,Orange,6.27,138.03,0.77,0.17,0.84,0.09,3,0.32,0.58,0.36,4.54,Reject
FR00378,Banana,19.08,102.32,0.68,0.46,0.5,0.31,5,0.97,0.61,0.66,18.65,Reject
FR00379,Watermelon,29.82,5917.95,0.79,0.46,0.4,0.55,1,0.48,0.86,0.36,0.5,Local
FR00380,Mango,8.93,215.04,0.75,0.77,0.79,0.54,3,0.93,0.06,0.44,4.15,Local
FR00381,Apple,5.81,141.22,0.84,0.5,0.29,0.12,2,0.76,0.31,0.39,4.11,Local
FR00382,Pear,9.83,168.82,0.47,0.46,0.69,0.01,2,0.21,0.97,0.36,5.82,Local
FR00383,Mango,11.61,192.91,0.6,0.23,0.11,0.09,3,0.22,0.57,0.33,6.02,Reject
FR00384,Watermelon,27.39,4583.67,0.41,0.85,0.11,0.04,0,0.35,0.42,0.19,0.6,Local
FR00385,Peach,7.01,138.05,0.6,0.09,0.64,0.4,1,0.37,0.32,0.22,5.08,Reject
FR00386,Watermelon,21.19,4135.19,0.79,0.98,0.08,0.39,2,0.01,0.15,0.13,0.51,Local
FR00387,Grapes,2.23,5.3,0.78,0.48,0.16,0.24,0,0.86,0.19,0.29,42.12,Local
FR00388,Watermelon,28.15,5243.49,0.8,0.19,0.62,0.22,2,0.24,0.78,0.33,0.54,Reject
FR00389,Grapes,2.03,3.71,0.52,0.35,0.44,0.4,2,0.82,0.24,0.4,54.9,Reject
FR00390,Peach,6.77,139.42,0.76,0.02,0.56,0.09,1,0.48,0.22,0.24,4.86,Reject
FR00391,Strawberry,4.32,22.06,0.56,0.17,0.98,0.21,2,0.59,0.32,0.34,19.58,Reject
FR00392,Grapes,2.37,5.45,0.96,0.34,0.63,0.41,3,0.54,0.76,0.46,43.48,Reject
FR00393,Apple,7.32,162.81,0.54,0.55,0.59,0.09,1,0.94,0.42,0.42,4.49,Local
FR00394,Watermelon,25.71,4295.63,0.72,0.13,0.38,0.84,0,0.42,0.03,0.13,0.6,Reject
FR00395,Watermelon,23.85,4845.67,0.83,0.68,0.63,0.68,0,0.39,0.51,0.22,0.49,Export
FR00396,Apple,9.54,110.06,0.93,0.84,0.01,0.38,0,0.61,0.28,0.24,8.67,Local
FR00397,Banana,20.6,103.14,0.61,0.57,0.56,0.15,0,0.38,0.46,0.21,19.98,Local
FR00398,Pomegranate,7.52,329.56,0.55,0.3,0.07,0.19,3,0.61,0.88,0.51,2.28,Reject
FR00399,Strawberry,3.81,23.76,0.6,0.12,0.22,0.12,3,0.57,0.2,0.36,16.02,Reject
FR00400,Pear,9.86,235.62,0.53,0.02,0.56,0.16,3,0.78,0.34,0.45,4.19,Reject
FR00401,Grapes,2.13,4.88,0.76,0.73,0.67,0.42,2,0.99,0.95,0.59,43.71,Reject
FR00402,Apple,8.33,189.84,0.95,0.63,0.38,0.25,0,0.98,0.77,0.45,4.39,Local
FR00403,Peach,6.35,126.31,0.39,0.48,0.42,0.88,0,0.12,0.27,0.09,5.02,Local
FR00404,Grapes,1.93,3.42,0.69,0.1,0.5,0.96,2,0.45,0.11,0.26,56.29,Reject
FR00405,Pomegranate,9.15,200.78,0.93,0.21,0.76,0.69,0,0.42,0.93,0.31,4.56,Reject
FR00406,Peach,7.04,158.17,0.37,0.82,0.02,0.81,3,0.19,0.15,0.24,4.45,Local
FR00407,Mango,10.37,312.89,0.65,0.48,0.45,0.26,0,0.74,0.36,0.3,3.31,Local
FR00408,Watermelon,20.62,5893.45,0.91,0.96,0.01,0.67,1,0.97,0.33,0.41,0.35,Local
FR00409,Mango,11.89,185.65,0.93,1.0,0.32,0.06,1,0.15,0.12,0.12,6.41,Local
FR00410,Grapes,2.65,4.95,0.66,0.8,0.52,0.96,0,0.27,0.1,0.1,53.52,Export
FR00411,Pomegranate,8.05,220.9,0.32,0.26,0.08,0.67,1,0.86,0.28,0.36,3.65,Reject
FR00412,Strawberry,3.41,19.62,0.37,0.23,0.49,0.32,0,0.31,0.37,0.17,17.37,Reject
FR00413,Grapes,2.02,4.78,0.71,0.25,0.92,0.77,2,0.44,0.97,0.43,42.39,Reject
FR00414,Apple,8.61,150.7,0.39,0.99,0.69,0.02,0,0.74,0.54,0.33,5.71,Local
FR00415,Orange,5.76,146.64,0.4,0.34,0.78,0.38,0,0.13,0.91,0.22,3.93,Reject
FR00416,Grapes,1.5,5.27,0.84,0.71,0.58,0.9,1,0.53,0.13,0.23,28.49,Export
FR00417,Watermelon,22.06,5122.52,0.83,0.96,0.9,0.26,1,0.11,0.24,0.13,0.43,Local
FR00418,Watermelon,28.94,4288.44,0.89,0.82,0.15,0.67,0,0.31,0.16,0.12,0.67,Export
FR00419,Grapes,2.25,4.67,0.37,0.6,0.45,0.36,0,0.24,0.38,0.15,48.23,Local
FR00420,Peach,8.47,132.33,0.44,0.17,0.6,0.39,3,0.73,0.92,0.55,6.4,Reject
FR00421,Orange,6.74,165.46,0.88,0.17,0.87,0.75,0,0.15,0.29,0.1,4.08,Reject
FR00422,Apple,7.58,139.81,0.8,0.49,0.31,0.91,3,0.66,0.6,0.47,5.42,Local
FR00423,Grapes,1.89,4.97,0.86,0.95,0.0,0.17,1,0.58,0.92,0.41,37.96,Local
FR00424,Peach,8.13,99.38,0.99,0.9,0.97,0.28,2,0.68,0.5,0.4,8.18,Local
FR00425,Watermelon,25.07,5468.68,0.91,0.17,0.03,0.49,4,0.88,0.53,0.57,0.46,Reject
FR00426,Watermelon,25.58,5982.4,0.66,0.29,0.15,0.61,2,0.53,0.55,0.37,0.43,Reject
FR00427,Pomegranate,8.92,272.25,0.52,0.59,0.42,0.47,1,0.72,0.28,0.32,3.28,Local
FR00428,Grapes,2.14,5.07,0.7,0.48,0.5,0.81,2,0.8,0.42,0.43,42.21,Local
FR00429,Orange,7.15,161.61,0.75,0.12,0.83,0.77,1,0.7,0.85,0.43,4.42,Reject
FR00430,Banana,16.59,109.0,0.53,0.37,0.45,0.41,1,0.32,0.4,0.23,15.22,Reject
FR00431,Orange,7.02,180.44,0.84,0.95,0.55,0.04,4,0.96,0.42,0.57,3.89,Reject
FR00432,Watermelon,15.34,5296.7,0.36,0.95,0.2,0.19,1,0.06,0.12,0.09,0.29,Local
FR00433,Watermelon,25.1,3739.35,0.85,0.56,0.57,0.49,2,0.37,0.46,0.3,0.67,Local
FR00434,Mango,11.41,267.84,0.32,0.64,0.35,0.93,1,0.82,0.08,0.31,4.26,Local
FR00435,Watermelon,26.77,3011.13,0.65,0.22,0.1,0.57,1,0.35,0.27,0.21,0.89,Reject
FR00436,Apple,9.31,142.29,0.9,0.74,0.95,0.53,0,0.55,0.98,0.36,6.54,Local
FR00437,Pear,9.74,200.01,0.36,0.05,0.08,0.72,3,0.13,0.9,0.37,4.87,Reject
FR00438,Grapes,1.79,5.5,0.66,0.22,0.68,0.15,0,0.86,0.62,0.38,32.57,Reject
FR00439,Orange,7.15,103.39,0.41,0.01,0.91,0.15,3,0.93,0.71,0.57,6.92,Reject
FR00440,Pear,10.26,159.07,0.93,0.39,0.18,0.35,0,0.98,0.24,0.34,6.45,Reject
FR00441,Peach,6.28,131.54,0.88,0.85,0.24,0.99,0,0.08,0.14,0.05,4.78,Export
FR00442,Banana,18.59,118.97,0.95,0.98,0.43,0.88,1,0.2,0.55,0.22,15.62,Export
FR00443,Apple,8.53,127.85,0.91,0.67,0.29,0.68,0,0.49,0.9,0.33,6.67,Local
FR00444,Orange,6.83,147.39,0.82,0.74,0.76,0.39,0,0.27,0.83,0.25,4.64,Local
FR00445,Pear,11.05,176.93,0.43,0.26,0.34,0.55,1,0.64,0.59,0.36,6.25,Reject
FR00446,Banana,20.34,120.69,0.51,0.52,0.99,0.3,1,0.85,0.98,0.5,16.86,Local
FR00447,Mango,10.36,240.75,0.65,0.74,0.86,0.67,3,0.13,0.25,0.24,4.3,Export
FR00448,Apple,7.84,174.49,0.71,0.5,0.9,0.42,0,0.0,0.77,0.15,4.49,Local
FR00449,Apple,9.32,168.63,0.85,0.09,0.06,0.12,0,0.99,0.28,0.35,5.53,Reject
FR00450,Mango,12.57,213.82,0.46,0.74,0.18,0.22,1,0.45,0.97,0.38,5.88,Local
FR00451,Grapes,1.9,4.46,0.39,0.22,0.17,0.61,0,0.07,0.26,0.07,42.64,Reject
FR00452,Mango,11.42,236.54,0.64,0.1,0.67,0.69,0,0.59,0.37,0.25,4.83,Reject
FR00453,Apple,8.7,137.66,0.41,0.48,0.01,0.1,1,0.75,0.48,0.37,6.32,Local
FR00454,Apple,8.04,176.48,0.79,0.07,0.81,0.81,0,0.8,0.32,0.3,4.56,Reject
FR00455,Pear,6.77,237.28,0.7,0.63,0.55,0.82,0,0.57,0.28,0.23,2.85,Local
FR00456,Watermelon,24.15,3481.22,0.82,0.64,0.57,0.72,1,0.68,0.47,0.35,0.69,Local
FR00457,Banana,18.34,120.6,0.34,0.26,0.54,0.68,3,0.48,0.82,0.46,15.21,Reject
FR00458,Mango,10.89,287.17,0.98,0.96,0.54,0.23,1,0.62,0.77,0.39,3.79,Local
FR00459,Banana,19.61,125.36,0.3,0.82,0.2,0.92,1,0.95,0.44,0.42,15.65,Local
FR00460,Mango,11.59,246.09,0.53,0.11,0.28,0.27,1,0.99,0.31,0.41,4.71,Reject
FR00461,Peach,8.49,108.94,0.78,0.75,0.49,0.18,1,0.63,0.13,0.26,7.79,Local
FR00462,Apple,8.13,161.56,0.33,0.35,0.68,0.64,2,0.58,0.87,0.45,5.03,Reject
FR00463,Watermelon,27.44,4367.11,0.36,0.75,0.27,0.36,1,0.35,0.89,0.33,0.63,Local
FR00464,Pear,7.12,184.23,0.35,0.8,0.81,0.93,0,0.32,0.07,0.11,3.86,Local
FR00465,Watermelon,25.84,6117.2,0.71,0.15,0.81,0.46,1,0.92,0.75,0.48,0.42,Reject
FR00466,Watermelon,21.19,5866.02,0.93,0.66,0.27,0.16,2,0.67,0.88,0.48,0.36,Local
FR00467,Watermelon,32.1,4716.68,0.69,0.86,0.56,0.96,0,0.46,0.74,0.28,0.68,Local
FR00468,Banana,15.21,112.67,0.72,0.32,0.35,0.52,2,0.67,0.34,0.37,13.5,Reject
FR00469,Mango,11.02,271.14,0.54,0.08,0.19,0.52,0,0.12,0.43,0.12,4.06,Reject
FR00470,Strawberry,3.25,24.67,0.31,0.03,0.81,0.39,2,0.94,0.3,0.44,13.18,Reject
FR00471,Peach,6.06,103.48,0.32,0.11,0.99,0.84,2,0.52,0.54,0.37,5.86,Reject
FR00472,Orange,8.5,98.82,0.92,0.0,0.57,0.29,1,0.33,0.89,0.33,8.6,Reject
FR00473,Watermelon,24.39,7338.26,0.37,0.33,0.91,0.01,1,0.01,0.67,0.19,0.33,Reject
FR00474,Grapes,2.0,4.16,1.0,0.3,0.64,0.5,2,0.68,0.46,0.39,48.01,Reject
FR00475,Banana,17.88,119.09,0.42,0.11,0.57,0.93,0,0.97,0.86,0.46,15.01,Reject
FR00476,Pear,9.17,197.88,0.77,0.65,0.48,0.27,2,0.56,0.0,0.27,4.64,Local
FR00477,Orange,6.56,187.97,0.96,0.99,0.24,0.27,0,0.33,0.27,0.15,3.49,Local
FR00478,Strawberry,3.6,22.18,0.55,0.9,0.08,0.74,1,0.42,0.44,0.26,16.24,Local
FR00479,Grapes,1.85,5.96,0.81,0.25,0.44,0.78,4,0.57,0.59,0.49,31.0,Reject
FR00480,Strawberry,3.39,20.83,0.55,0.77,0.56,0.44,0,0.69,1.0,0.41,16.28,Local
FR00481,Orange,6.66,127.57,0.51,0.94,0.51,0.83,0,0.18,0.64,0.18,5.22,Local
FR00482,Watermelon,27.06,4667.29,0.44,0.91,0.7,0.17,0,0.94,0.38,0.36,0.58,Local
FR00483,Grapes,1.8,4.52,0.87,0.88,0.19,0.37,2,0.41,0.72,0.37,39.74,Local
FR00484,Strawberry,3.79,18.11,0.48,0.79,0.35,0.4,0,0.62,0.98,0.38,20.94,Local
FR00485,Pear,8.87,180.41,0.5,0.29,0.42,0.31,1,0.91,0.61,0.45,4.92,Reject
FR00486,Mango,8.47,194.83,1.0,0.08,0.19,0.22,1,0.58,0.35,0.29,4.35,Reject
FR00487,Apple,8.32,142.31,0.53,0.49,0.91,0.34,1,0.68,0.68,0.39,5.85,Local
FR00488,Mango,12.39,286.26,0.6,0.05,0.68,0.02,1,0.63,0.46,0.33,4.33,Reject
FR00489,Orange,8.15,190.94,0.99,1.0,0.09,0.7,3,0.25,0.54,0.33,4.27,Local
FR00490,Banana,17.82,131.68,0.56,0.36,0.71,0.68,1,0.96,0.96,0.53,13.53,Reject
FR00491,Apple,7.44,218.86,0.56,0.96,0.55,0.45,3,0.47,0.44,0.38,3.4,Local
FR00492,Peach,8.67,140.25,0.88,0.77,0.52,0.32,1,0.1,0.31,0.14,6.18,Local
FR00493,Pear,9.42,216.7,0.52,0.41,0.99,0.43,3,1.0,0.63,0.58,4.35,Reject
FR00494,Peach,6.88,126.21,0.46,0.12,0.62,0.94,0,0.65,0.57,0.31,5.45,Reject
FR00495,Grapes,2.21,5.06,0.6,0.24,0.9,0.6,0,0.61,0.4,0.26,43.68,Reject
FR00496,Apple,8.18,139.98,0.79,0.67,0.91,0.73,2,0.92,0.3,0.44,5.84,Local
FR00497,Peach,5.56,144.96,0.33,0.83,0.1,0.23,2,0.54,0.53,0.37,3.83,Local
FR00498,Peach,7.76,135.26,0.56,0.98,0.01,0.09,2,0.36,0.16,0.24,5.74,Local
FR00499,Strawberry,4.1,17.89,0.54,0.13,0.44,0.08,0,0.17,0.27,0.11,22.94,Reject
FR00500,Mango,9.61,247.48,0.47,0.16,0.77,0.47,2,0.81,0.85,0.51,3.88,Reject
